,location,total_sqft,bath,bhk
2096,Gunjur,1588.0,2.0,3.0
2097,Gunjur,1457.0,2.0,2.0
2098,Gunjur,1600.0,3.0,3.0
2099,Gunjur,1362.0,3.0,3.0
2100,Gunjur,1175.0,2.0,2.0
2101,Gunjur,1356.0,2.0,3.0
2102,Gunjur,1140.0,2.0,2.0
2103,Gunjur,1063.0,2.0,2.0
2104,Gunjur,1235.0,2.0,2.0
2105,Gunjur,1362.0,3.0,3.0
2106,Gunjur,1140.0,2.0,2.0
2107,Gunjur,1362.0,3.0,3.0
2108,Gunjur,1800.0,3.0,3.0
2109,Gunjur,1190.0,2.0,2.0
2110,HBR Layout,1656.0,3.0,3.0
2111,HBR Layout,1200.0,2.0,2.0
2112,HBR Layout,1700.0,3.0,3.0
2113,HBR Layout,1200.0,4.0,4.0
2114,HBR Layout,1832.0,3.0,3.0
2115,HBR Layout,1198.0,2.0,2.0
2116,HBR Layout,1722.0,3.0,3.0
2117,HBR Layout,2400.0,5.0,4.0
2118,HBR Layout,1800.0,2.0,3.0
2119,HBR Layout,1089.0,2.0,2.0
2120,HBR Layout,1783.0,3.0,3.0
2121,HSR Layout,3500.0,5.0,5.0
2122,HSR Layout,1145.0,2.0,2.0
2123,HSR Layout,1140.0,2.0,2.0
2124,HSR Layout,1140.0,2.0,2.0
2125,HSR Layout,1140.0,2.0,2.0
2126,HSR Layout,1140.0,2.0,2.0
2127,HSR Layout,1140.0,2.0,2.0
2128,HSR Layout,1120.0,2.0,2.0
2129,HSR Layout,1145.0,2.0,2.0
2130,HSR Layout,1590.0,2.0,3.0
2131,HSR Layout,1140.0,2.0,2.0
2132,HSR Layout,1372.0,2.0,2.0
2133,HSR Layout,1185.0,2.0,2.0
2134,HSR Layout,1140.0,2.0,2.0
2135,HSR Layout,1145.0,2.0,2.0
2136,HSR Layout,1027.0,2.0,2.0
2137,HSR Layout,1142.0,2.0,2.0
2138,HSR Layout,1467.0,2.0,2.0
2139,HSR Layout,1372.0,2.0,2.0
2140,HSR Layout,1300.0,2.0,2.0
2141,HSR Layout,1009.0,2.0,2.0
2142,HSR Layout,1430.0,2.0,3.0
2143,HSR Layout,1140.0,2.0,2.0
2144,HSR Layout,1127.0,2.0,2.0
2145,HSR Layout,2400.0,3.0,3.0
2146,HSR Layout,1203.0,2.0,2.0
2147,HSR Layout,2792.0,4.0,4.0
2148,HSR Layout,1360.0,2.0,3.0
2149,HSR Layout,1203.0,2.0,2.0
2150,HSR Layout,1600.0,2.0,3.0
2151,HSR Layout,1844.0,3.0,3.0
2152,HSR Layout,2020.0,3.0,3.0
2153,HSR Layout,1145.0,2.0,2.0
2154,HSR Layout,1289.0,2.0,2.0
2155,HSR Layout,4200.0,5.0,5.0
2156,HSR Layout,1750.0,3.0,3.0
2157,HSR Layout,1844.0,3.0,3.0
2158,HSR Layout,1203.0,2.0,2.0
2159,HSR Layout,1140.0,2.0,2.0
2160,Haralur Road,1027.0,2.0,2.0
2161,Haralur Road,1202.0,2.0,2.0
2162,Haralur Road,4694.0,5.0,4.0
2163,Haralur Road,3185.0,2.0,4.0
2164,Haralur Road,1810.0,3.0,3.0
2165,Haralur Road,3385.0,5.0,4.0
2166,Haralur Road,1194.0,2.0,2.0
2167,Haralur Road,1225.0,2.0,2.0
2168,Haralur Road,1309.0,2.0,2.0
2169,Haralur Road,1000.0,2.0,2.0
2170,Haralur Road,1243.0,2.0,2.0
2171,Haralur Road,1255.0,3.0,3.0
2172,Haralur Road,1243.0,2.0,2.0
2173,Haralur Road,1240.0,2.0,2.0
2174,Haralur Road,1810.0,3.0,3.0
2175,Haralur Road,1810.0,3.0,3.0
2176,Haralur Road,1810.0,3.0,3.0
2177,Haralur Road,1027.0,1.0,2.0
2178,Haralur Road,1027.0,2.0,2.0
2179,Haralur Road,1140.0,2.0,2.0
2180,Haralur Road,1243.0,2.0,2.0
2181,Haralur Road,1027.0,2.0,2.0
2182,Haralur Road,1027.0,2.0,2.0
2183,Haralur Road,1194.0,2.0,2.0
2184,Haralur Road,2805.0,4.0,4.0
2185,Haralur Road,1735.0,3.0,3.0
2186,Haralur Road,1243.0,2.0,2.0
2187,Haralur Road,1194.0,2.0,2.0
2188,Haralur Road,1464.0,3.0,3.0
2189,Haralur Road,1810.0,3.0,3.0
2190,Haralur Road,1300.0,2.0,2.0
2191,Haralur Road,1520.0,2.0,3.0
2192,Haralur Road,1243.0,2.0,2.0
2193,Haralur Road,1464.0,3.0,3.0
2194,Haralur Road,1830.0,3.0,3.0
2195,Haralur Road,1140.0,2.0,2.0
2196,Haralur Road,1056.0,2.0,2.0
2197,Haralur Road,1225.0,2.0,2.0
2198,Haralur Road,1243.0,2.0,2.0
2199,Haralur Road,1300.0,2.0,2.0
2200,Haralur Road,1243.0,2.0,2.0
2201,Haralur Road,1255.0,2.0,3.0
2202,Haralur Road,1976.0,3.0,3.0
2203,Haralur Road,1285.0,2.0,2.0
2204,Haralur Road,1985.0,3.0,3.0
2205,Haralur Road,1027.0,2.0,2.0
2206,Haralur Road,1520.0,2.0,3.0
2207,Haralur Road,1000.0,2.0,2.0
2208,Haralur Road,1243.0,2.0,2.0
2209,Haralur Road,1580.0,3.0,3.0
2210,Haralur Road,575.0,1.0,1.0
2211,Haralur Road,1225.0,2.0,2.0
2212,Haralur Road,1140.0,2.0,2.0
2213,Haralur Road,1817.0,3.0,3.0
2214,Haralur Road,2017.0,3.0,3.0
2215,Haralur Road,1243.0,2.0,2.0
2216,Haralur Road,1455.0,2.0,2.0
2217,Haralur Road,1300.0,2.0,2.0
2218,Haralur Road,1243.0,2.0,2.0
2219,Haralur Road,1194.0,2.0,2.0
2220,Haralur Road,1243.0,2.0,2.0
2221,Haralur Road,1510.0,3.0,3.0
2222,Haralur Road,1200.0,2.0,2.0
2223,Haralur Road,1243.0,2.0,2.0
2224,Haralur Road,1088.0,2.0,2.0
2225,Haralur Road,1300.0,2.0,2.0
2226,Haralur Road,1194.0,2.0,2.0
2227,Haralur Road,2475.0,4.0,3.0
2228,Haralur Road,1194.0,2.0,2.0
2229,Haralur Road,1027.0,2.0,2.0
2230,Haralur Road,1092.0,2.0,2.0
2231,Haralur Road,2805.0,5.0,4.0
2232,Haralur Road,1243.0,2.0,2.0
2233,Haralur Road,1920.0,3.0,3.0
2234,Haralur Road,1225.0,2.0,2.0
2235,Haralur Road,1140.0,2.0,2.0
2236,Haralur Road,2017.0,2.0,3.0
2237,Haralur Road,1890.0,3.0,3.0
2238,Haralur Road,1245.0,2.0,2.0
2239,Haralur Road,1464.0,3.0,3.0
2240,Haralur Road,1875.0,3.0,3.0
2241,Haralur Road,1194.0,2.0,2.0
2242,Haralur Road,1225.0,2.0,2.0
2243,Haralur Road,3400.0,5.0,4.0
2244,Haralur Road,1520.0,2.0,3.0
2245,Haralur Road,1875.0,3.0,3.0
2246,Haralur Road,1140.0,2.0,2.0
2247,Haralur Road,1230.0,2.0,2.0
2248,Haralur Road,1710.0,3.0,3.0
2249,Haralur Road,1056.0,2.0,2.0
2250,Haralur Road,1520.0,2.0,3.0
2251,Haralur Road,2750.0,4.0,4.0
2252,Haralur Road,1520.0,2.0,3.0
2253,Haralur Road,1464.0,3.0,3.0
2254,Haralur Road,2017.0,3.0,3.0
2255,Haralur Road,1194.0,2.0,2.0
2256,Haralur Road,1243.0,2.0,2.0
2257,Haralur Road,1255.0,3.0,3.0
2258,Haralur Road,1225.0,2.0,2.0
2259,Haralur Road,2805.0,5.0,4.0
2260,Haralur Road,1243.0,2.0,2.0
2261,Haralur Road,953.0,2.0,2.0
2262,Haralur Road,1027.0,2.0,2.0
2263,Haralur Road,3700.0,4.0,4.0
2264,Haralur Road,1140.0,2.0,2.0
2265,Haralur Road,1300.0,2.0,2.0
2266,Haralur Road,1560.0,3.0,3.0
2267,Haralur Road,1056.0,2.0,2.0
2268,Haralur Road,1730.0,3.0,3.0
2269,Harlur,1756.0,3.0,3.0
2270,Harlur,1532.0,2.0,2.0
2271,Harlur,1757.0,3.0,3.0
2272,Harlur,1197.0,2.0,2.0
2273,Harlur,1754.0,3.0,3.0
2274,Harlur,2137.0,3.0,3.0
2275,Harlur,1174.0,2.0,2.0
2276,Harlur,2138.0,3.0,3.0
2277,Harlur,2450.0,3.0,3.0
2278,Harlur,1709.0,3.0,3.0
2279,Harlur,1749.0,3.0,3.0
2280,Harlur,1290.0,2.0,2.0
2281,Harlur,1864.0,3.0,3.0
2282,Harlur,1197.0,2.0,2.0
2283,Harlur,1290.0,2.0,2.0
2284,Harlur,1197.0,2.0,2.0
2285,Harlur,1756.0,3.0,3.0
2286,Harlur,3425.0,3.0,3.0
2287,Harlur,1303.0,2.0,2.0
2288,Harlur,1386.0,2.0,2.0
2289,Harlur,1749.0,3.0,3.0
2290,Harlur,1754.0,3.0,3.0
2291,Harlur,1133.0,2.0,2.0
2292,Harlur,1755.0,3.0,3.0
2293,Harlur,1755.0,3.0,3.0
2294,Harlur,1200.0,2.0,2.0
2295,Harlur,1197.0,2.0,2.0
2296,Harlur,1756.0,3.0,3.0
2297,Harlur,1532.0,2.0,2.0
2298,Harlur,1754.0,3.0,3.0
2299,Harlur,1335.0,2.0,2.0
2300,Harlur,1620.0,3.0,3.0
2301,Harlur,1197.0,2.0,2.0
2302,Harlur,1752.12,3.0,3.0
2303,Harlur,2569.0,5.0,4.0
2304,Harlur,1174.0,2.0,2.0
2305,Harlur,1749.0,3.0,3.0
2306,Harlur,1758.0,3.0,3.0
2307,Harlur,2990.0,4.0,4.0
2308,Harlur,1174.0,2.0,2.0
2309,Harlur,1174.0,2.0,2.0
2310,Harlur,1033.0,2.0,2.0
2311,Harlur,1752.12,3.0,3.0
2312,Harlur,1174.0,2.0,2.0
2313,Harlur,2820.0,4.0,4.0
2314,Harlur,1310.0,2.0,2.0
2315,Harlur,2240.0,5.0,3.0
2316,Harlur,1331.0,2.0,2.0
2317,Harlur,1884.0,4.0,4.0
2318,Harlur,1710.0,3.0,3.0
2319,Harlur,1630.0,3.0,3.0
2320,Harlur,1752.12,3.0,3.0
2321,Harlur,1508.0,2.0,2.0
2322,Harlur,1460.0,3.0,3.0
2323,Harlur,1197.0,2.0,2.0
2324,Harlur,1197.0,2.0,2.0
2325,Harlur,1459.0,3.0,3.0
2326,Harlur,936.0,2.0,2.0
2327,Hebbal,3520.0,3.0,3.0
2328,Hebbal,4772.0,6.0,4.0
2329,Hebbal,1251.0,2.0,2.0
2330,Hebbal,1500.0,3.0,3.0
2331,Hebbal,2470.0,5.0,4.0
2332,Hebbal,1349.0,2.0,2.0
2333,Hebbal,1315.0,3.0,3.0
2334,Hebbal,1430.0,3.0,3.0
2335,Hebbal,4225.0,6.0,4.0
2336,Hebbal,1355.0,3.0,3.0
2337,Hebbal,3520.0,5.0,3.0
2338,Hebbal,1345.0,2.0,2.0
2339,Hebbal,1110.0,3.0,3.0
2340,Hebbal,1200.0,2.0,2.0
2341,Hebbal,3067.0,4.0,4.0
2342,Hebbal,1255.0,2.0,3.0
2343,Hebbal,1987.0,4.0,3.0
2344,Hebbal,1420.0,2.0,2.0
2345,Hebbal,3900.0,4.0,4.0
2346,Hebbal,1900.0,3.0,3.0
2347,Hebbal,2400.0,4.0,3.0
2348,Hebbal,687.325,2.0,2.0
2349,Hebbal,3900.0,4.0,4.0
2350,Hebbal,1328.0,2.0,3.0
2351,Hebbal,1550.0,2.0,3.0
2352,Hebbal,1355.0,3.0,3.0
2353,Hebbal,2790.0,4.0,4.0
2354,Hebbal,1255.0,2.0,3.0
2355,Hebbal,1100.0,2.0,2.0
2356,Hebbal,1740.0,2.0,3.0
2357,Hebbal,2600.0,3.0,3.0
2358,Hebbal,1920.0,3.0,3.0
2359,Hebbal,1069.0,3.0,3.0
2360,Hebbal,3895.0,2.0,4.0
2361,Hebbal,1150.0,2.0,2.0
2362,Hebbal,2375.0,4.0,4.0
2363,Hebbal,1175.0,2.0,2.0
2364,Hebbal,2526.0,2.0,3.0
2365,Hebbal,2470.0,5.0,4.0
2366,Hebbal,2483.0,5.0,4.0
2367,Hebbal,1200.0,2.0,2.0
2368,Hebbal,1760.0,3.0,3.0
2369,Hebbal,1162.0,2.0,2.0
2370,Hebbal,1420.0,2.0,2.0
2371,Hebbal,1420.0,2.0,2.0
2372,Hebbal,4235.0,4.0,4.0
2373,Hebbal,1760.0,2.0,3.0
2374,Hebbal,1250.0,2.0,2.0
2375,Hebbal,2250.0,3.0,3.0
2376,Hebbal,1645.0,3.0,3.0
2377,Hebbal,1072.0,2.0,2.0
2378,Hebbal,1700.0,3.0,3.0
2379,Hebbal,3758.0,4.0,4.0
2380,Hebbal,3895.0,3.0,3.0
2381,Hebbal,1040.0,2.0,2.0
2382,Hebbal,2483.0,5.0,4.0
2383,Hebbal,3067.0,4.0,4.0
2384,Hebbal,1255.0,2.0,3.0
2385,Hebbal,1080.0,2.0,2.0
2386,Hebbal,2600.0,3.0,3.0
2387,Hebbal,1150.0,2.0,2.0
2388,Hebbal,3450.0,5.0,3.0
2389,Hebbal,1200.0,2.0,2.0
2390,Hebbal,823.0,2.0,2.0
2391,Hebbal,1349.0,2.0,2.0
2392,Hebbal,2790.0,5.0,4.0
2393,Hebbal,4640.0,4.0,4.0
2394,Hebbal,1355.0,3.0,3.0
2395,Hebbal,1075.0,2.0,2.0
2396,Hebbal,3450.0,5.0,3.0
2397,Hebbal,1200.0,2.0,2.0
2398,Hebbal,1662.0,3.0,3.0
2399,Hebbal,5611.5,4.0,4.0
2400,Hebbal,1333.0,2.0,2.0
2401,Hebbal,2080.0,3.0,3.0
2402,Hebbal,1269.0,2.0,3.0
2403,Hebbal,1255.0,3.0,3.0
2404,Hebbal,1255.0,3.0,3.0
2405,Hebbal,919.0,2.0,2.0
2406,Hebbal,3960.0,5.0,4.0
2407,Hebbal,2483.0,5.0,4.0
2408,Hebbal,1244.0,3.0,2.0
2409,Hebbal,2700.0,2.0,4.0
2410,Hebbal,4450.0,6.0,4.0
2411,Hebbal,4000.0,6.0,4.0
2412,Hebbal,1138.0,2.0,2.0
2413,Hebbal,1200.0,2.0,2.0
2414,Hebbal,3067.0,4.0,4.0
2415,Hebbal,1645.0,3.0,3.0
2416,Hebbal,3895.0,3.0,3.0
2417,Hebbal,1349.0,2.0,2.0
2418,Hebbal,1420.0,2.0,2.0
2419,Hebbal,2850.0,5.0,3.0
2420,Hebbal,1100.0,2.0,2.0
2421,Hebbal,1645.0,3.0,3.0
2422,Hebbal,1440.0,2.0,2.0
2423,Hebbal,1100.0,2.0,2.0
2424,Hebbal,3895.0,4.0,4.0
2425,Hebbal,812.0,2.0,2.0
2426,Hebbal,1586.0,3.0,3.0
2427,Hebbal,1860.0,3.0,3.0
2428,Hebbal,1100.0,2.0,2.0
2429,Hebbal,2790.0,4.0,4.0
2430,Hebbal,2470.0,4.0,4.0
2431,Hebbal,6000.0,8.0,8.0
2432,Hebbal,3960.0,5.0,4.0
2433,Hebbal,2600.0,3.0,3.0
2434,Hebbal,1255.0,2.0,3.0
2435,Hebbal,2400.0,4.0,3.0
2436,Hebbal,1349.0,2.0,2.0
2437,Hebbal,4235.0,5.0,4.0
2438,Hebbal,1355.0,3.0,3.0
2439,Hebbal,1204.0,2.0,2.0
2440,Hebbal,1645.0,3.0,3.0
2441,Hebbal,2790.0,5.0,4.0
2442,Hebbal,1645.0,3.0,3.0
2443,Hebbal,1053.0,2.0,2.0
2444,Hebbal,1390.0,2.0,2.0
2445,Hebbal,1162.0,2.0,2.0
2446,Hebbal,1040.0,2.0,2.0
2447,Hebbal,1920.0,3.0,3.0
2448,Hebbal,1252.0,2.0,2.0
2449,Hebbal,1320.0,2.0,2.0
2450,Hebbal,1985.0,4.0,3.0
2451,Hebbal,1920.0,3.0,3.0
2452,Hebbal Kempapura,1654.0,2.0,3.0
2453,Hebbal Kempapura,1725.0,2.0,3.0
2454,Hebbal Kempapura,1800.0,3.0,3.0
2455,Hebbal Kempapura,3729.0,4.0,4.0
2456,Hebbal Kempapura,1200.0,3.0,3.0
2457,Hebbal Kempapura,1600.0,3.0,3.0
2458,Hebbal Kempapura,1130.0,2.0,2.0
2459,Hebbal Kempapura,1785.0,3.0,3.0
2460,Hebbal Kempapura,3895.0,4.0,4.0
2461,Hebbal Kempapura,3900.0,5.0,4.0
2462,Hebbal Kempapura,3900.0,5.0,4.0
2463,Hebbal Kempapura,1200.0,3.0,4.0
2464,Hebbal Kempapura,2800.0,5.0,5.0
2465,Hebbal Kempapura,2900.0,4.0,3.0
2466,Hebbal Kempapura,2400.0,5.0,5.0
2467,Hebbal Kempapura,1730.0,3.0,3.0
2468,Hebbal Kempapura,1130.0,2.0,2.0
2469,Hebbal Kempapura,1485.0,3.0,2.0
2470,Hebbal Kempapura,2302.0,4.0,4.0
2471,Hebbal Kempapura,3408.0,3.0,3.0
2472,Hebbal Kempapura,2900.0,4.0,3.0
2473,Hebbal Kempapura,1400.0,2.0,2.0
2474,Hegde Nagar,1168.0,2.0,3.0
2475,Hegde Nagar,2087.01,4.0,3.0
2476,Hegde Nagar,1179.0,2.0,2.0
2477,Hegde Nagar,1965.0,4.0,3.0
2478,Hegde Nagar,1847.0,3.0,3.0
2479,Hegde Nagar,2112.95,4.0,3.0
2480,Hegde Nagar,1847.0,3.0,3.0
2481,Hegde Nagar,2006.8,4.0,3.0
2482,Hegde Nagar,2162.0,3.0,3.0
2483,Hegde Nagar,2006.0,4.0,3.0
2484,Hegde Nagar,1050.0,1.0,2.0
2485,Hegde Nagar,1200.0,4.0,4.0
2486,Hegde Nagar,1718.0,3.0,3.0
2487,Hegde Nagar,1835.0,3.0,3.0
2488,Hegde Nagar,1884.0,4.0,3.0
2489,Hegde Nagar,1569.0,3.0,3.0
2490,Hegde Nagar,1703.0,3.0,3.0
2491,Hegde Nagar,1500.0,3.0,3.0
2492,Hegde Nagar,3750.0,6.0,4.0
2493,Hegde Nagar,2600.0,4.0,4.0
2494,Hegde Nagar,1847.0,3.0,3.0
2495,Hegde Nagar,1570.0,3.0,3.0
2496,Hegde Nagar,1801.0,3.0,3.0
2497,Hegde Nagar,1835.0,2.0,3.0
2498,Hegde Nagar,2087.01,4.0,3.0
2499,Hegde Nagar,1801.0,3.0,3.0
2500,Hegde Nagar,2162.03,4.0,3.0
2501,Hegde Nagar,1000.0,2.0,2.0
2502,Hegde Nagar,2087.01,3.0,3.0
2503,Hegde Nagar,3216.0,5.0,4.0
2504,Hegde Nagar,2144.6,4.0,3.0
2505,Hegde Nagar,1200.0,2.0,2.0
2506,Hegde Nagar,1965.0,4.0,3.0
2507,Hegde Nagar,1703.0,3.0,3.0
2508,Hegde Nagar,2026.0,3.0,3.0
2509,Hegde Nagar,1340.0,2.0,2.0
2510,Hegde Nagar,1930.0,4.0,3.0
2511,Hennur,1655.0,2.0,3.0
2512,Hennur,1285.0,2.0,2.0
2513,Hennur,1050.0,2.0,2.0
2514,Hennur,2502.0,4.0,4.0
2515,Hennur,1255.0,2.0,2.0
2516,Hennur,1340.0,2.0,3.0
2517,Hennur,2264.0,2.0,3.0
2518,Hennur,1155.0,2.0,2.0
2519,Hennur,1259.0,2.0,2.0
2520,Hennur,1255.0,2.0,2.0
2521,Hennur,1255.0,2.0,2.0
2522,Hennur,1231.0,2.0,2.0
2523,Hennur,1285.0,2.0,2.0
2524,Hennur,1231.0,2.0,2.0
2525,Hennur,1830.5,3.0,3.0
2526,Hennur,1255.0,2.0,2.0
2527,Hennur,1020.0,2.0,2.0
2528,Hennur,1225.0,2.0,2.0
2529,Hennur,1935.0,3.0,3.0
2530,Hennur,1255.0,2.0,2.0
2531,Hennur,1260.0,2.0,3.0
2532,Hennur,1255.0,2.0,2.0
2533,Hennur,1295.0,2.0,2.0
2534,Hennur,1100.0,2.0,2.0
2535,Hennur,1255.0,2.0,2.0
2536,Hennur,3517.0,2.0,4.0
2537,Hennur,1255.0,2.0,2.0
2538,Hennur,1482.0,3.0,3.0
2539,Hennur,1255.0,2.0,2.0
2540,Hennur,1255.0,2.0,2.0
2541,Hennur,1255.0,2.0,2.0
2542,Hennur,1040.0,2.0,2.0
2543,Hennur,1830.0,2.0,3.0
2544,Hennur,1041.0,2.0,2.0
2545,Hennur,2500.0,5.0,5.0
2546,Hennur,1255.0,2.0,2.0
2547,Hennur Road,1482.0,2.0,3.0
2548,Hennur Road,1182.0,2.0,2.0
2549,Hennur Road,1015.0,2.0,2.0
2550,Hennur Road,1735.0,3.0,3.0
2551,Hennur Road,1891.0,3.0,3.0
2552,Hennur Road,1866.0,2.0,3.0
2553,Hennur Road,1482.0,2.0,3.0
2554,Hennur Road,1232.0,2.0,2.0
2555,Hennur Road,1981.0,3.0,3.0
2556,Hennur Road,1450.0,3.0,3.0
2557,Hennur Road,5100.0,6.0,5.0
2558,Hennur Road,1065.0,2.0,2.0
2559,Hennur Road,2950.0,4.0,4.0
2560,Hennur Road,1904.0,3.0,3.0
2561,Hennur Road,1192.0,2.0,3.0
2562,Hennur Road,2651.0,2.0,3.0
2563,Hennur Road,1232.0,2.0,2.0
2564,Hennur Road,1232.0,2.0,2.0
2565,Hennur Road,1679.0,3.0,3.0
2566,Hennur Road,1936.0,3.0,3.0
2567,Hennur Road,1250.0,2.0,3.0
2568,Hennur Road,5600.0,5.0,5.0
2569,Hennur Road,1654.0,3.0,3.0
2570,Hennur Road,1832.0,3.0,3.0
2571,Hennur Road,973.0,2.0,2.0
2572,Hennur Road,1232.0,2.0,2.0
2573,Hennur Road,2060.0,3.0,3.0
2574,Hennur Road,1052.0,2.0,2.0
2575,Hennur Road,1186.0,2.0,3.0
2576,Hennur Road,1040.0,2.0,2.0
2577,Hennur Road,1949.0,3.0,3.0
2578,Hennur Road,1341.0,2.0,2.0
2579,Hennur Road,1317.5,2.0,2.0
2580,Hennur Road,1020.0,2.0,2.0
2581,Hennur Road,1165.0,2.0,2.0
2582,Hennur Road,1904.0,3.0,3.0
2583,Hennur Road,1470.0,2.0,3.0
2584,Hennur Road,1155.0,2.0,2.0
2585,Hennur Road,1200.0,2.0,2.0
2586,Hennur Road,2002.0,3.0,3.0
2587,Hennur Road,1232.0,2.0,2.0
2588,Hennur Road,1880.0,4.0,4.0
2589,Hennur Road,1975.0,3.0,3.0
2590,Hennur Road,1232.0,2.0,2.0
2591,Hennur Road,1804.0,3.0,3.0
2592,Hennur Road,5000.0,8.0,8.0
2593,Hennur Road,1482.0,2.0,3.0
2594,Hennur Road,1831.0,3.0,3.0
2595,Hennur Road,1186.0,2.0,3.0
2596,Hennur Road,1976.0,3.0,3.0
2597,Hennur Road,1445.0,2.0,3.0
2598,Hennur Road,1020.0,2.0,2.0
2599,Hennur Road,1445.0,2.0,3.0
2600,Hennur Road,1590.0,3.0,3.0
2601,Hennur Road,1232.0,2.0,2.0
2602,Hennur Road,2182.0,3.0,3.0
2603,Hennur Road,1936.0,3.0,3.0
2604,Hennur Road,1832.0,3.0,3.0
2605,Hennur Road,1195.0,2.0,2.0
2606,Hennur Road,1445.0,2.0,3.0
2607,Hennur Road,1552.0,3.0,3.0
2608,Hennur Road,1685.0,3.0,3.0
2609,Hennur Road,1804.0,3.0,3.0
2610,Hennur Road,1232.0,2.0,2.0
2611,Hennur Road,1305.0,2.0,3.0
2612,Hennur Road,1933.0,3.0,3.0
2613,Hennur Road,1500.0,2.0,3.0
2614,Hennur Road,1305.0,2.0,3.0
2615,Hennur Road,1445.0,2.0,3.0
2616,Hennur Road,2000.0,4.0,4.0
2617,Hennur Road,1482.0,2.0,3.0
2618,Hennur Road,2160.0,3.0,3.0
2619,Hennur Road,1450.0,3.0,3.0
2620,Hennur Road,1703.0,3.0,3.0
2621,Hennur Road,1350.0,2.0,2.0
2622,Hennur Road,2089.0,3.0,3.0
2623,Hennur Road,1290.0,2.0,3.0
2624,Hennur Road,2700.0,3.0,3.0
2625,Hennur Road,901.0,2.0,2.0
2626,Hennur Road,1385.0,2.0,2.0
2627,Hennur Road,1385.0,2.0,2.0
2628,Hennur Road,1061.0,2.0,2.0
2629,Hennur Road,1195.0,2.0,2.0
2630,Hennur Road,1065.0,2.0,2.0
2631,Hennur Road,1232.0,2.0,2.0
2632,Hennur Road,1297.0,2.0,2.0
2633,Hennur Road,1036.0,2.0,2.0
2634,Hennur Road,2041.0,3.0,3.0
2635,Hennur Road,1672.0,3.0,3.0
2636,Hennur Road,1680.0,3.0,3.0
2637,Hennur Road,1460.0,2.0,2.0
2638,Hennur Road,1570.0,3.0,3.0
2639,Hennur Road,1450.0,2.0,2.0
2640,Hennur Road,1359.0,2.0,2.0
2641,Hennur Road,1165.0,2.0,2.0
2642,Hennur Road,2502.0,4.0,4.0
2643,Hennur Road,1155.0,2.0,2.0
2644,Hennur Road,1036.0,2.0,2.0
2645,Hennur Road,1155.0,2.0,2.0
2646,Hennur Road,987.0,2.0,2.0
2647,Hennur Road,973.0,2.0,2.0
2648,Hennur Road,1081.0,2.0,2.0
2649,Hennur Road,1140.0,2.0,2.0
2650,Hennur Road,1232.0,2.0,2.0
2651,Hennur Road,1232.0,2.0,2.0
2652,Hennur Road,3450.0,4.0,4.0
2653,Hennur Road,1585.0,2.0,3.0
2654,Hennur Road,2264.0,3.0,3.0
2655,Hennur Road,1891.0,3.0,3.0
2656,Hennur Road,1561.0,3.0,3.0
2657,Hennur Road,2350.0,3.0,3.0
2658,Hennur Road,1748.0,3.0,3.0
2659,Hennur Road,1445.0,3.0,3.0
2660,Hennur Road,1482.0,2.0,3.0
2661,Hennur Road,1100.0,2.0,3.0
2662,Hennur Road,1085.0,2.0,2.0
2663,Hennur Road,1586.0,3.0,3.0
2664,Hoodi,1225.0,2.0,2.0
2665,Hoodi,1512.0,3.0,3.0
2666,Hoodi,1639.0,3.0,3.0
2667,Hoodi,1530.0,2.0,3.0
2668,Hoodi,1490.0,3.0,3.0
2669,Hoodi,1447.0,3.0,2.0
2670,Hoodi,1240.0,2.0,2.0
2671,Hoodi,2400.0,5.0,5.0
2672,Hoodi,1850.0,3.0,3.0
2673,Hoodi,2065.5,4.0,4.0
2674,Hoodi,1660.0,3.0,3.0
2675,Hoodi,1837.0,3.0,3.0
2676,Hoodi,1925.0,3.0,3.0
2677,Hoodi,2144.0,3.0,3.0
2678,Hoodi,1715.0,2.0,3.0
2679,Hoodi,2090.0,4.0,4.0
2680,Hoodi,1644.0,3.0,3.0
2681,Hoodi,1837.0,3.0,3.0
2682,Hoodi,1220.0,2.0,2.0
2683,Hoodi,1108.0,2.0,2.0
2684,Hoodi,1553.0,3.0,3.0
2685,Hoodi,1257.0,2.0,2.0
2686,Hoodi,1196.0,2.0,2.0
2687,Hoodi,706.0,1.0,1.0
2688,Hoodi,1545.0,3.0,3.0
2689,Hoodi,1430.0,2.0,2.0
2690,Hoodi,1350.0,3.0,3.0
2691,Hoodi,1305.0,2.0,2.0
2692,Hoodi,1769.0,3.0,3.0
2693,Hoodi,1500.0,2.0,2.0
2694,Hoodi,1258.5,2.0,2.0
2695,Hoodi,2118.0,4.0,4.0
2696,Hoodi,1196.0,2.0,2.0
2697,Hoodi,1606.0,3.0,3.0
2698,Hoodi,2863.0,4.0,4.0
2699,Hoodi,1400.0,2.0,2.0
2700,Hoodi,1055.0,2.0,2.0
2701,Hoodi,1837.0,3.0,3.0
2702,Hoodi,1420.0,2.0,2.0
2703,Hoodi,948.0,2.0,2.0
2704,Hoodi,1132.0,2.0,2.0
2705,Hoodi,1660.0,3.0,3.0
2706,Hoodi,1105.0,2.0,2.0
2707,Hoodi,1112.0,2.0,2.0
2708,Hoodi,1257.0,2.0,2.0
2709,Hoodi,1026.0,2.0,2.0
2710,Hoodi,1575.0,3.0,3.0
2711,Hoodi,1430.0,2.0,2.0
2712,Hoodi,1111.0,2.0,2.0
